id,Plants,Diseases,Content,overview,code
Corn_(maize)___Cercospora_leaf_spot_Gray_leaf_spot,الذرة,تَبَقُع الأوراق الرمادي,"## نظرة عامة 
 يبقى المرض حيًا في بقايا النباتات في التربة لفترات طويلة من الوقت.
يتم نقل البذور على الأوراق السفلى عن طريق رذاذ المطر والرياح خلال فصل الربيع.
يتم تفضيل دورة حياته عند درجات حرارة مرتفعة (25 إلى 30 درجة مئوية)، ورطوبة عالية (ندى، ضباب)، ورطوبة الأوراق لفترات طويلة من الوقت.
يعيق الطقس الحار والجاف تطوره.
تختلف الأعراض قليلاً بين مختلف أصناف النباتات.
يكمل الفطر دورته الحياتية (من العدوى إلى إنتاج بذور جديدة) في 14-21 يومًا في الأصناف الحساسة وفي 21-28 يومًا في الأصناف المقاومة. 
## الأعراض 
 تظهرُ بقعٌ نخريةٌ صغيرةٌ (بنيةٌ أو سمراءٌ)عادَةً قبل الإزهار و قد يكون لها هالةٌ صفراءٌ على الأوراقِ السفليةِ. 
## السبب 
 فطرْ Cercospora zeae-maydis 
## العلاج 
 *  يجب النظر دائمًا في نهج متكامل باستخدام التدابير الوقائية والعلاجات الحيوية إذا كانت متاحة.
*  يعد علاج المبيدات الفطرية الورقية وسيلة للتحكم في المرض إذا ظهر في مراحله المبكرة ، ولكن يجب مراعاة ظروف الطقس وفقدان الإنتاج المحتمل وحساسية النبات.
*  تعمل المبيدات الفطرية التي تحتوي على بيراكلوستروبين وستروبيلورين، أو مزيج من أزوكسيستروبين وبروبيكونازول وبروثيوكونازول وتريفلوكستروبين بشكل جيد للسيطرة على الفطريات.  
","يبقى المرض حيًا في بقايا النباتات في التربة لفترات طويلة من الوقت.",rady
Corn_(maize)___Common_rust_,الذرة,الصدأ الشائع على الذُرة,"## نظرة عامة 
 ينتشر المرض عن طريق بذور تحملها الرياح.
وتعد بعض أصناف ذرة الحلوى المزروعة المشهورة بدون مقاومة كافية أو لا تمتلك مقاومة على الإطلاق للمرض. 
## الأعراض 
 nan 
## السبب 
 فطرْ Puccinia sorghi 
## العلاج 
 *  تعد زراعة الهجينات المقاومة أكثر الطرق فعالية للسيطرة على المرض.
*  يمكن أن يوفر تطبيق المبيدات الفطرية المناسبة درجة معينة من السيطرة وتهميش شدة المرض.
*  تكون المبيدات الفطرية أكثر فعالية عند انخفاض كمية العامل الفطري الثانوي ، أو عندما تكون النباتات تحتوي على عدد قليل من بثور الصدأ في الورقة بشكل عام. 
","ينتشر المرض عن طريق بذور تحملها الرياح.
وتعد بعض أصناف ذرة الحلوى المزروعة المشهورة بدون مقاومة كافية أو لا تمتلك مقاومة على الإطلاق للمرض.",rady
Corn_(maize)___Northern_Leaf_Blight,الذرة,لفحة أوراق الذرة الشمالية,"## نظرة عامة 
 ينتشر المرض بشكل رئيسي عن طريق رذاذ المطر والرياح. 
## الأعراض 
 nan 
## السبب 
 فطرْ Exserohilum turcicum 
## العلاج 
 *  اتبع التحريج السليم لتقليل العامل الفطري من بقايا المحصول.
*  اتبع دورة الزراعة مع المحاصيل غير المضيفة.
*  ازرع الأصناف المقاومة المتاحة.
*  استخدم مبيد فطري مناسب في حالات الإصابة الشديدة بالمرض. 
",ينتشر المرض بشكل رئيسي عن طريق رذاذ المطر والرياح.,rady
Cotton___Aphids,القطن,آفة المَنْ,"## نظرة عامة 
 يبدأ المرض عندما يصيب خنافس القطن (Aphis gossypii و Aphis craccivora) نباتات القطن ويبدأون في التغذية على العصارة الخاصة بالأوراق. وبينما تتغذى الخنافس على النبات، تفرز مادة لزجة تسمى العسل النحلي، والتي يمكن أن تجذب آفات أخرى وأمراض فطرية، بما في ذلك العفن الأسود. كما يمكن أن يغطي العسل النحلي الأوراق، مما يقلل من قدرتها على البناء الضوئي ويؤدي إلى تقليل نمو النبات والحصاد. 
## الأعراض 
 nan 
## السبب 
 أنواع الخنافس الشائكة (بما في ذلك خنفسة القطن Aphis gossypii ، وخنفسة البقول Aphis craccivora) 
## العلاج 
 *  يُرجَى الرجوع إلى استراتيجيات إدارة مقاومة المبيدات الحشرية المُعْتَمَدَة من الصناعة؛ لأنه من المهم عدم الاعتماد على المبيدات الحشرية وحدها.
*  ينبغي مراقبة مستويات الخنافس الشائكة بشكل أسبوعي على الأقل، ابتداءً من ظهور الشتلات حتى التصفيح.
*  سيساعد التحكم في نباتات البراسيكا الضارة والمضيفين الآخرين مثل الخبز العربي والقرطم والشوك خلال فترة الانتقال بين المواسم على تقليل ضغط الخنافس الشائكة.
*  تتراكم أعداد الخنافس الشائكة في القطن بسرعة مع زيادة درجات الحرارة في الربيع. وفي هذا الوقت، يمكن للحشرات المفيدة أن تلعب دورًا مهمًا جدًا في قَمْع أعداد الخنافس الشائكة، لذا يتعين مراعاة أعدادها أيضًا عند تقييم عتبات رش الخنافس الشائكة.
*  بالإضافة إلى عدد الحشرات المفيدة، يتعين مراعاة ظروف النمو الحالية. إذا كانت المحاصيل لديها ظروف نمو جيدة في وقت الإصابة (أي التربة رطبة بشكل جيد)، فهي أكثر قدرة على التعويض عن الضرر الذي تسببه الخنافس الشائكة بالمقارنة مع النباتات التي تعاني من نقص في الرطوبة. 
",يبدأ المرض عندما يصيب خنافس القطن نباتات القطن ويبدأون في التغذية على العصارة الخاصة بالأوراق.,rady
Cotton___Bacterial blight,القطن,اللفحة البكتيرية,"## نظرة عامة 
 ينشأ مرض البرق البكتيري في الأوراق عندما تصيب البكتيريا Xanthomonas campestris pv. malvacearum نباتات القطن من خلال الفتحات الطبيعية أو الجروح على الأوراق. يمكن للبكتيريا البقاء على قيد الحياة في بقايا النباتات والتربة لعدة سنوات ويمكن نقلها من خلال البذور الملوثة أو المعدات أو المياه الملوثة. يمكن أيضًا انتشار المرض عن طريق الرياح أو الأمطار أو الحشرات.
بمجرد أن تصيب البكتيريا نبات القطن ، يمكن أن تُكَوِن بقع مشبعة بالماء تتحول لونها لاحقًا إلى اللون البني أو الأسود. يمكن أن تنتشر البقع بسرعة ، مما يؤدي إلى تساقط الأوراق الكاملة للنبات وتقليل الإنتاج. يمكن أن تعزز الظروف الدافئة والرطبة انتشار المرض. 
## الأعراض 
 البقع المشبعة بالماء: تبدأ أعراض المرض بظهور بقع صغيرة مشبعة بالماء على الأوراق والسيقان ولوز القطن.
توسع البقع: مع تقدم المرض ، تتوسع البقع وتصبح ذات شكلٍ زاوٍ مع وجود هالة صفراء حولها.
تساقط الأوراق: قد تتسبب الأوراق المصابة في تساقطها مبكرًا ، مما يؤدي إلى تساقط الأوراق الكاملة للنبات.
تقليل الإنتاج: في الحالات المتدهورة، يمكن أن يؤدي البرق البكتيري إلى خسائر كبيرة في الإنتاج وتقليل جودة الألياف.
تلف الأفرع: يمكن أن يتسبب المرض أيضًا في تلف الأفرع وتحول الساق إلى اللون الأسود.
ذبول النباتات: قد تتعرض النباتات المصابة للذبول والموت مبكرًا. 
## السبب 
 باكتيريا الXanthomonas 
## العلاج 
 * يجب إزالة بقايا النباتات المصابة وحرقها. 
*  تساعد الحِرَاثة العميقة بعد الحصاد على تقليل حدوث المرض.
*  يساعد التناوب بين المحاصيل والزراعة المتأخرة والتقليم المبكر والحِرَاثة الجيدة والرَّي المبكر وإضافة البوتاسيوم إلى التربة على تقليل حدوث المرض.
* تُعد معالجة البذور وسيلة فعالة للسيطرة على المرض لأن البكتيريا تستوطن البذور داخليًا أو خارجيًا.
* يمكن تدمير البكتيريا التي تحدث خارجيًا على البذور عن طريق غمر البذور في حمض الكبريتيك لمدة 10-15 دقيقة ، ثم شطفها جيدًا بوضعها في الماء لإزالة الحمض ، وتجفيفها ، ومعالجتها أخيرًا باستخدام Agrosan GN، Ceresan، إلخ. ينصح باستخدام المضادات الحيوية لإزالة البكتيريا التي توجد داخل البذور. يمكن غمر البذور طوال الليل في 1000 جزء في المليون من الستريبتوميسين لهذا الغرض.
استخدام الأصناف المقاومة هو أفضل وأكثر تدابير السيطرة فعالية. ومن بينها - HC 9 و BJA 592 و Reba-B 50 و Badnawar-I و K-4005 و DHY 286 و Khandawa-2 و 70 IH- 480/3، وما إلى ذلك. 
", يمكن انتشار المرض عن طريق الرياح أو الأمطار أو الحشرات.,rady
Cotton___Powdery mildew,القطن,البياض الدقيقي,"## نظرة عامة 
 تبدو النباتات المصابة بمرض البياض الدقيقي وكأنها رشت بالدقيق.
يبدأ المرض عادة كبقع بيضاء دائرية مسحوقية، والتي يمكن أن تظهر على الأوراق والسيقان وأحياناً على الثمار.
عادةً يغطي المرض الجزء العلوي من الأوراق ولكنه قد ينمو أيضاً على الجانب السفلي.
تعد الأوراق الصغيرة الأكثر عرضة للتلف. تتحول الأوراق إلى اللون الأصفر وتجف.
قد يتسبب الفطر في تشوه بعض الأوراق وتكسيرها أو تشوهها.
تنتشر البقع البيضاء للعفن الرمادي على معظم الأوراق أو المناطق المصابة.
كما يصاب البراعم وأطراف النمو بالتشوهات. عادةً ما تظهر هذه الأعراض في وقت متأخر من موسم النمو. 
## الأعراض 
 البقع البيضاء المسحوقة: تبدأ الإصابة عادة بظهور بقع بيضاء صغيرة ومسحوقة على الأوراق والسيقان ولوز القطن.
انحراف الأوراق: قد تصبح الأوراق المصابة مشوهة أو ملتوية مع تقدم المرض.
النمو المتعثر: قد تظهر على النباتات المصابة بالقطن النمو المتعثر والحيوية المنخفضة.
تقليل الإنتاج: في الحالات الشديدة ، يمكن أن يؤدي العفن البودري إلى تقليل كمية وجَوْدة محصول القطن بشكل كبير.
تساقط الأوراق المبكر: قد تتسبب الأوراق المصابة في تساقطها مبكرًا ، مما يؤدي إلى تساقط الأوراق الكاملة للنبات.
اسوداد الساق: في بعض الحالات ، قد تصبح ساق النبات المصابة حمراء أو سوداء. 
## السبب 
 nan 
## العلاج 
 nan 
","تبدو النباتات المصابة بمرض البياض الدقيقي وكأنها رشت بالدقيق.",rady
Cotton___Target spot,القطن,تبقع هدف الرماية,"## نظرة عامة 
 يؤثر المرض بشكل رئيسي على الأوراق القديمة للنباتات الناضجة. ستظهر على هذه الأوراق لويحات حمراء أثناء مراحل العدوى المبكرة. كما يتقدم المرض، تتوسع اللويحات وتتحول إلى اللون الأبيض إلى اللون البني الفاتح أو الرمادي في الوسط مع حافة بلون بنفسجي أو بني داكن أو أسود. تكون اللويحات دائرية أو غير منتظمة الشكل وتختلف في الحجم تبعًا لوقت العدوى. يحدث تركيز دائري للبقع، وتتناوب حوافها باللون البني الداكن والفاتح أو الأحمر. تصبح الأوراق المصابة بالنهاية شاحبة اللون وتتساقط أخيرًا. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
",يؤثر المرض بشكل رئيسي على الأوراق القديمة للنباتات الناضجة.,rady
Guava___Die Back,الجوافة,الموت الرجعي,"## نظرة عامة 
 يبدأ المرض في التسبب في الموت التدريجي للشجرة من الجزء العلوي للفرع.
## الأعراض 
 * مرحلة موت الأطراف: يبدأ المرض في التسبب في الموت التدريجي للشجرة من الجزء العلوي للفرع.
 * يتم إصابة الأوراق والثمار الصغيرة بسهولة عندما تكون لا تزال طرية، حيث يتحول لون الطرف الخضراء إلى لون بني داكن، ثم إلى مناطق نخرية سوداء تنتشر إلى الخلف.
 * يتطور الفطر من الأغصان المصابة، ثم إلى العنقودية والأوراق الصغيرة والتي قد تسقط لتترك الأغصان المجففة بلا أوراق.
 * مرحلة إصابة الثمار والأوراق: تتم رؤية إصابة الثمار والأوراق عادة خلال مواسم الأمطار. تظهر بقع صغيرة باللون الرمادي على الثمار الغير ناضجة والتي تتسبب في تضخم البقع بشكل تدريجي.
 * تكون البقع باللون البني الداكن، وبشكل دائري وعميق، وتحتوي على نواة سوداء صغيرة في وسط البقعة، والتي تنتج كتل من الأبواغ الكريمية في الأحوال الرطبة.
 * تتحد بعض البقع لتكوين بقع أكبر.
 * تصبح المناطق المصابة بالفطر على الثمار الغير ناضجة قاسية وجافة وتتشكل بها شقوق في حالة الإصابة الشديدة.
 * تؤثر الإصابة أيضًا على البراعم الغير مفتوحة والأزهار وتسبب تساقطها.
 * يتسبب الفطر في تكوين بقع نخرية على الأوراق عادة باللون الرمادي، ويتطور على طرف الأوراق أو على الحافة.
## السبب 
 فِطْر Botryosphaeriaceae
## العلاج 
 * تحديد أماكن الأخشاب المصابة وإزالة الفروع أو الأفرع بأكملها.
 * قم بالتقليم في فترة الخمول اللاحقة لتجنب ذروة إنتاج الأبواغ الفطرية.
 * يمكن أن يساعد الري الزائد في إدارة شدة الأعراض، ولكن تجنب الري الرأسي.

",يبدأ المرض في التسبب في الموت التدريجي للشجرة من الجزء العلوي للفرع.,rady
Grape___Black_rot,عنب,العَفَن الأسود,"## نظرة عامة 
 يفضل المرض الطقس الممطر؛ وقد تتسرب البذور أثناء الأمطار. 
## الأعراض
 * وجود بقع سوداء أو بنية داكنة على الأوراق التي قد تنتشر وتتحد معًا، مما يتسبب في ذبول الأوراق وموتها.
 * يصبح لحاء الشجرة متشققًا وداكنًا، مع ظهور قرح منخفضة تفرز سائلاً لزجًا.
 * قد تتشوه فروع الشجرة وتموت.
 * يمكن أن تظهر الشجرة علامات على نمو متعثر وضعف شامل.
## السبب 
  فِطْر Botryosphaeria obtusa
## العلاج 
 * قُم بإزالة الأخشاب المَيِّتَة و الفاكهة المُحَنَّطة والتَقرُّحات من الأشجار للحدْ من انتشار المرض.
* حرق آثار تقليم الشجرة.
* يمكن السيطرة على المرض عن طريق استخدام مُبيدات الفِطْريات على الأطراف الفِضّيّة من أجل الحصاد.
",يفضل المرض الطقس الممطر؛ وقد تتسرب البذور أثناء الأمطار.,rady
Grape___Esca_(Black_Measles),عنب,الحصبة السوداء,"## نظرة عامة 
 قد تظهر أعراض الأوراق والثمار معًا في قصب واحد أو قد تظهر الأعراض على جزء واحد فقط.
تؤدي الإصابة الشديدة بمرض الحصبة إلى موت الكرمة في عام واحد فقط، وهذا ما يسمى بشلل الكرم.
تكون الأعراض شائعة في الكروم التي تبلغ 5 إلى 7 سنوات من العمر.
يساعد تقليم الأغصان في دخول المسببات الفطرية وتأسيسها. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan
","
تؤدي الإصابة الشديدة بمرض الحصبة إلى موت الكرمة في عام واحد فقط.",rady
Grape___Leaf_blight_(Isariopsis_Leaf_Spot),عنب,لفحة الأوراق,"## نظرة عامة 
 يشيع هذا المرض في العنب الاستوائي والشبه استوائي.
يظهر المرض في وقت متأخر من الموسم.
تكون أصناف السينثيانا والكابيرنيه سوفينيون معرضة لهذا المسبب الفطري. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
","يشيع هذا المرض في العنب الاستوائي والشبه استوائي.
يظهر المرض في وقت متأخر من الموسم.
تكون أصناف السينثيانا والكابيرنيه سوفينيون معرضة لهذا المسبب الفطري.",rady
